Company Name	Symbol
Birla Sun Life Fixed Term Plan - Series BJ RETAIL DIVIDEND	MF:111366
Birla Sun Life Fixed Term Plan - Series BJ RETAIL GROWTH	MF:111367
Birla Sun Life Fixed Term Plan - Series BJ INSTITUTIONAL DIVIDEND	MF:111368
ICICI Prudential S.M.A.R.T.(Structured Methodology Aiming at Returns over Tenure) Fund- Series A - 15 Months- Institutional Growth	MF:111369
ICICI Prudential S.M.A.R.T.(Structured Methodology Aiming at Returns over Tenure) Fund- Series A - 15 Months- Retail Growth	MF:111370
ICICI Prudential S.M.A.R.T.(Structured Methodology Aiming at Returns over Tenure) Fund- Series A - 15 Months- Retail Dividend	MF:111372
Kotak FMP 12M Series 10 - Retail - Dividend	MF:111377
Kotak FMP 12M Series 10 - Retail - Growth	MF:111378
Kotak FMP 12M Series 10 - Institutional - Growth	MF:111379
Kotak FMP 12M Series 10 - Institutional - Dividend	MF:111380
Principal Emerging Bluechip Fund - Growth Option	MF:111381
Principal Emerging Bluechip Fund - Half Yearly Income Distribution CUM Capital Withdrawal Option	MF:111382
Canara Robeco Fixed Maturity Plan - Series 4 (Quarterly Plan - 4) - Institutional Plan - Dividend Payout	MF:111383
Canara Robeco Fixed Maturity Plan - Series 4 (Quarterly Plan - 4)- Retail Plan - Growth	MF:111384
Canara Robeco Fixed Maturity Plan - Series 4 (Quarterly Plan - 4)- Retail Plan - Dividend Payout	MF:111385
Canara Robeco Fixed Maturity Plan - Series 4 (Quarterly Plan - 4)- Institutional Plan - Growth	MF:111386
Z-REDEEMED-SBI DEBT FUND SERIES - 30 DAYS - 4 (11/11/08) - DIVIDEND	MF:111387
Z-REDEEMED-SBI DEBT FUND SERIES - 30 DAYS - 4 (11/11/08) - GROWTH	MF:111388
Tata Fixed Horizon Fund Series 20 Scheme A - Institutional Plan - Growth	MF:111389
Tata Fixed Horizon Fund Series 20 Scheme A - Institutional Plan - Periodic Dividend	MF:111390
Tata Fixed Horizon Fund Series 20 Scheme A - Regular Plan - Periodic Dividend	MF:111391
Tata Fixed Horizon Fund Series 20 Scheme A - Regular Plan - Growth	MF:111392
Reliance Fixed Horizon Fund XII- Series 2 - Retail Plan-Growth Option	MF:111393
Reliance Fixed Horizon Fund XII- Series 2 - Institutional Plan-Growth Option	MF:111394
Reliance Fixed Horizon Fund XII- Series 2 - Super Institutional Plan-Dividend Option	MF:111395
Reliance Fixed Horizon Fund XII- Series 2 - Retail Plan-Dividend Option	MF:111396
Reliance Fixed Horizon Fund XII- Series 2 - Institutional Plan-Dividend Option	MF:111397
Reliance Fixed Horizon Fund XII- Series 2 - Super Institutional Plan-Growth Option	MF:111398
Reliance Fixed Horizon Fund - XII - Series 14 - Retail Plan-Dividend Option	MF:111399
Reliance Fixed Horizon Fund - XII - Series 14 - Institutional Plan-Dividend Option	MF:111400
Reliance Fixed Horizon Fund - XII - Series 14 - Super Institutional Plan-Dividend Option	MF:111401
Reliance Fixed Horizon Fund - XII - Series 14 - Institutional Plan-Growth Option	MF:111402
Reliance Fixed Horizon Fund - XII - Series 14 - Retail Plan-Growth Option	MF:111403
Reliance Fixed Horizon Fund - XII - Series 14 - Super Institutional Plan-Growth Option	MF:111404
ICICI Prudential Interval Fund Quarterly Interval Plan 1 - Growth	MF:111405
ICICI Prudential Interval Fund Quarterly Interval Plan 1 -Dividend	MF:111406
HDFC FMP 90D November 2008 (3) - RETAIL PLAN GROWTH OPTION	MF:111415
HDFC FMP 90D November 2008 (3) - RETAIL PLAN DIVIDEND OPTION	MF:111416
HDFC FMP 90D November 2008 (3) - WHOLESALE PLAN DIVIDEND OPTION	MF:111417
HDFC FMP 90D November 2008 (3) - WHOLESALE PLAN GROWTH OPTION	MF:111418
ICICI Prudential Fixed Maturity Plan - Series 47 - Three Months Plan E - Retail Growth	MF:111419
ICICI Prudential Fixed Maturity Plan - Series 47 - Three Months Plan E - Retail Dividend	MF:111420
ICICI Prudential Fixed Maturity Plan - Series 47 - Three Months Plan E - Institutional Growth	MF:111421
ICICI Prudential Fixed Maturity Plan - Series 47 - Three Months Plan E - Institutional Dividend	MF:111422
IDFC Fixed Maturity Plan - QS 47 GROWTH	MF:111423
IDFC Fixed Maturity Plan - QS 47 DIVIDEND	MF:111424
Reliance Fixed Horizon Fund - XI - Series 2 - Retail Plan-Growth Option	MF:111429
Reliance Fixed Horizon Fund - XI - Series 2 - Institutional Plan-Growth Option	MF:111430
Reliance Fixed Horizon Fund - XI - Series 2 - Retail Plan-Dividend Option	MF:111431
Reliance Fixed Horizon Fund - XI - Series 2 - Institutional Plan-Dividend Option	MF:111432
Reliance Fixed Horizon Fund - XI - Series 2 - Super Institutional Plan-Growth Option	MF:111433
Reliance Fixed Horizon Fund - XI - Series 2 - Super Institutional Plan-Dividend Option	MF:111434
Taurus Ultra Short Term Bond Fund - Retail Growth Option #	MF:111435
Taurus Ultra Short Term Bond Fund - Retails Daily Dividend Option #	MF:111437
Taurus Ultra Short Term Bond  Fund - Retail Weekly Dividend Option  #	MF:111438
Taurus Ultra Short Term Bond Fund - Institutional Growth	MF:111439
Taurus Ultra Short Term Bond Fund - Institutional Daily Div	MF:111441
Taurus Ultra Short Term Bond Fund - Institutional Weekly Div	MF:111442
Taurus Ultra Short Term Bond Fund - Regular Plan - SI Growth Option	MF:111443
Taurus Ultra Short Term Bond Fund - Regular Plan - SI Daily Dividend Option	MF:111445
Taurus Ultra Short Term Bond Fund - Regular Plan - SI Weekly Dividend Option	MF:111446
Kotak FMP 12M Series 11 Retail Plan - Growth	MF:111455
Kotak FMP 12M Series 11 Institutional Plan - Growth	MF:111457
Kotak FMP 12M Series 11 Retail Plan - Dividend	MF:111458
ICICI Prudential Interval Fund V - Monthly Interval Plan D - Retail Dividend	MF:111459
ICICI Prudential Interval Fund V - Monthly Interval Plan D - Retail Growth	MF:111460
HDFC FMP 90D November 2008 (4) - RETAIL PLAN GROWTH OPTION	MF:111463
HDFC FMP 90D November 2008 (4) - RETAIL PLAN DIVIDEND OPTION	MF:111464
HDFC FMP 90D November 2008 (4) - WHOLESALE PLAN GROWTH OPTION	MF:111465
HDFC FMP 90D November 2008 (4) - WHOLESALE PLAN DIVIDEND OPTION	MF:111466
UTI Fixed Interval Income Fund (Annual Interval Plan) Series IV - Instn Growth Option	MF:111467
DBS Chola Fixed Maturity Plan-Series 10 (Quarterly Plan - III) Dividend Payout	MF:111468
DBS Chola Fixed Maturity Plan-Series 10 (Quarterly Plan-III) Cumulative	MF:111469
Principal Pnb Fixed Maturity Plan 91 Days - Series XIX Institutional Plan - Dividend	MF:111470
Principal Pnb Fixed Maturity Plan 91 Days - Series XIX Regular Plan - Growth	MF:111471
Principal Pnb Fixed Maturity Plan 91 Days - Series XIX Institutional Plan - Growth	MF:111472
Principal Pnb Fixed Maturity Plan 91 Days - Series XIX Regular Plan - Dividend	MF:111473
UTI-Short Term FMP SeriesII - II-  Institutional Growth Option	MF:111474
UTI-Short Term FMP SeriesII - II-  Institutional Dividend  Option	MF:111475
UTI-Short Term FMP SeriesII - II-  Dividend Option	MF:111476
UTI-Short Term FMP SeriesII - II-  Growth Option	MF:111477
UTI Fixed Interval Income Fund (Annual Interval Plan) Series IV - Instn Dividend Option	MF:111478
DSP BlackRock FMP - 6M - Series 7 - Regular Plan - Growth	MF:111479
DSP BlackRock FMP - 6M - Series 7 - Regular Plan - Dividend	MF:111480
DSP BlackRock FMP - 6M - Series 7 - Institutional Plan - Dividend	MF:111482
SBI DEBT FUND SERIES-90D-32(26/11/08) DIVIDEND	MF:111483
SBI DEBT FUND SERIES-90D-32(26/11/08) GROWTH	MF:111484
HDFC FMP 90D December 2008 (1) - RETAIL PLAN DIVIDEND OPTION	MF:111485
HDFC FMP 90D December 2008 (1) - RETAIL PLAN GROWTH OPTION	MF:111487
HDFC FMP 90D December 2008 (1) - WHOLESALE PLAN DIVIDEND OPTION	MF:111488
HDFC FMP 370D December 2008 (1) - RETAIL PLAN DIVIDEND OPTION	MF:111489
HDFC FMP 370D December 2008 (1) - RETAIL PLAN - QUARTERLY DIVIDEND OPTION	MF:111490
HDFC FMP 370D December 2008 (1) - WHOLESALE PLAN GROWTH OPTION	MF:111491
HDFC FMP 370D December 2008 (1) - WHOLESALE PLAN DIVIDEND OPTION	MF:111492
HDFC FMP 370D December 2008 (1) - RETAIL PLAN GROWTH OPTION	MF:111494
HDFC FMP 16M December 2008 (1) - RETAIL PLAN DIVIDEND OPTION	MF:111495
HDFC FMP 16M December 2008 (1) - WHOLESALE PLAN GROWTH OPTION	MF:111496
HDFC FMP 16M December 2008 (1) - RETAIL PLAN GROWTH OPTION	MF:111498
HDFC FMP 16M December 2008 (1) - RETAIL PLAN - QUARTERLY DIVIDEND OPTION	MF:111499
FORTIS  FIXED TERM PLAN - SERIES 14 -  PLAN B - Regular Plan - Calendar Yearly Dividend Option	MF:111501
FORTIS FIXED TERM PLAN - SERIES 14 - PLAN B - Instl Plan - Dividend on Maturity Option	MF:111502
FORTIS FIXED TERM PLAN - SERIES 14 -  PLAN B - Instl Plan - Calendar Half Yearly  Dividend Option	MF:111503
FORTIS FIXED TERM PLAN - SERIES 14 -  PLAN B - Regular Plan - Calendar Half Yearly  Dividend Option	MF:111504
FORTIS FIXED TERM PLAN - SERIES 14 -  PLAN B - Regular Plan - Calendar Quarterly Dividend Option	MF:111505
FORTIS  FIXED TERM PLAN - SERIES 14 -  PLAN B - Instl Plan - Growth Option	MF:111506
FORTIS FIXED TERM PLAN - SERIES 14 -  PLAN B - Instl Plan - Calendar Quarterly Dividend Option	MF:111507
FORTIS  FIXED TERM PLAN - SERIES 14 - PLAN B - Instl Plan - Calendar Monthly Dividend Option	MF:111508
FORTIS FIXED TERM PLAN - SERIES 14 - PLAN B - Regular Plan - Dividend on Maturity Option	MF:111509
FORTIS FIXED TERM PLAN - SERIES 14 -  PLAN B - Regular Plan - Growth Option	MF:111510
FORTIS FIXED TERM PLAN - SERIES 14 -  PLAN B - Instl Plan - Calendar Yearly Dividend Option	MF:111511
FORTIS  FIXED TERM PLAN - SERIES 14 - PLAN B - Regular Plan - Calendar Monthly Dividend Option	MF:111512
Tata Fixed Horizon Fund Series 20 Scheme B - Institutional Plan - Periodic Dividend	MF:111513
Tata Fixed Horizon Fund Series 20 Scheme B - Institutional Plan - Growth	MF:111514
Tata Fixed Horizon Fund Series 20 Scheme B - Regular Plan - Growth	MF:111515
Tata Fixed Horizon Fund Series 20 Scheme B - Regular Plan - Periodic Dividend	MF:111516
ICICI Prudential Fixed Maturity Plan - Series 47 - One Year Plan D - Retail Growth	MF:111517
ICICI Prudential Fixed Maturity Plan - Series 47 - One Year Plan D - Institutional Dividend	MF:111518
ICICI Prudential Fixed Maturity Plan - Series 47 - One Year Plan D - Institutional Growth	MF:111519
ICICI Prudential Fixed Maturity Plan - Series 47 - One Year Plan D - Retail Dividend	MF:111520
Aditya Birla Sun Life Dynamic Bond Fund -REGULAR - MONTHLY IDCW	MF:111521
BANDHAN Dynamic Bond Fund - Regular Plan B - IDCW	MF:111523
BANDHAN Dynamic Bond Fund - Regular Plan B - Growth	MF:111524
Bandhan Gilt Fund - Regular Plan - Growth	MF:111525
Bandhan Gilt Fund - Regular Plan - IDCW	MF:111527
IDFC-SSIF-Investment Plan B- GROWTH	MF:111529
IDFC-SSIF-Investment Plan B DIVIDEND	MF:111532
FORTIS FLEXIBLE SHORT TERM PLAN - SERIES C- Institutional Plan - Calendar Quarterly Dividend Option - Automatic Redemption	MF:111533
FORTIS FLEXIBLE SHORT TERM PLAN - SERIES C- Institutional Plan - Monthly Dividend Option - Automatic Renewal	MF:111534
FORTIS FLEXIBLE SHORT TERM PLAN - SERIES C- Institutional Plan - Growth Option - Automatic Redemption	MF:111535
FORTIS FLEXIBLE SHORT TERM PLAN - SERIES C- Institutional Plan - Monthly Dividend Option - Automatic Redemption	MF:111536
FORTIS FLEXIBLE SHORT TERM PLAN - SERIES C- Institutional Plan - Quarterly Dividend Option - Automatic Redemption	MF:111537
FORTIS FLEXIBLE SHORT TERM PLAN - SERIES C- Institutional Plan - Calendar Quarterly Dividend Option - Automatic Renewal	MF:111538
FORTIS FLEXIBLE SHORT TERM PLAN - SERIES C- Institutional Plan - Growth Option - Automatic Renewal	MF:111539
FORTIS FLEXIBLE SHORT TERM PLAN - SERIES C- Institutional Plan - Quarterly Dividend Option - Automatic Renewal	MF:111540
ICICI Prudential S.M.A.R.T.(Structured Methodology Aiming at Returns over Tenure) Fund- Series D - 24 Months Plan- Retail Growth	MF:111541
ICICI Prudential S.M.A.R.T.(Structured Methodology Aiming at Returns over Tenure) Fund- Series D - 24 Months Plan- Retail Dividend	MF:111542
ICICI Prudential Floating Interest Fund Plan B - Weekly Dividend Option	MF:111543
ICICI Prudential Floating Interest Fund Plan A - Weekly Dividend Option	MF:111544
ICICI Prudential Floating Interest Fund - Weekly IDCW	MF:111545
ICICI Prudential Savings Fund Plan C - Weekly Dividend Option	MF:111546
Taurus Liquid Fund Insti DDRIP	MF:111547
Quantum ELSS Tax Saver Fund - Direct Plan Growth Option	MF:111549
Quantum ELSS Tax Saver Fund - Direct Plan IDCW	MF:111550
Birla Sun Life Floating Rate Fund-Long Term - Retail Plan-Daily Dividend	MF:111551
DWS Premier Bond Fund - Institutional Plan - Monthly Dividend	MF:111552
DWS Premier Bond Fund - Institutional Plan - Quarterly Dividend	MF:111553
DWS Premier Bond Fund - Institutional Plan - Growth	MF:111554
DWS Short Maturity Fund - Institutional Plan - Growth	MF:111556
DWS Short Maturity Fund - Institutional Plan - Monthly Dividend	MF:111557
DWS Short Maturity Fund - Institutional Plan - Weekly Dividend	MF:111558
IDFC Fixed Maturity Plan - QS 48 - Growth	MF:111567
IDFC Fixed Maturity Plan - QS 48 - Dividend	MF:111568
BANDHAN ELSS Tax Saver Fund - Regular Plan - Growth	MF:111569
BANDHAN ELSS Tax Saver Fund - Regular Plan - IDCW	MF:111570
ICICI Prudential Interval Fund V - Monthly Interval Plan B - Retail Dividend	MF:111571
ICICI Prudential Interval Fund V - Monthly Interval Plan B - Retail Growth	MF:111572
ICICI Prudential Fixed Maturity Plan - Series 48 - Three Years Plan B - Institutional Growth	MF:111581
ICICI Prudential Fixed Maturity Plan - Series 48 - Three Years Plan B - Retail Dividend	MF:111582
ICICI Prudential Fixed Maturity Plan - Series 48 - Three Years Plan B - Institutional Dividend	MF:111583
ICICI Prudential Fixed Maturity Plan - Series 48 - Three Years Plan B - Retail Growth	MF:111584
BANK OF INDIA Short Term Income Fund-Regular Plan- Growth	MF:111585
BOI AXA Short Term Income Fund-Institutional Plan- Growth	MF:111586
BOI AXA Short Term Income Fund-Institutional Plan-Weekly Dividend	MF:111587
BOI AXA Short Term Income Fund-Institutional Plan-Quarterly Dividend	MF:111588
BANK OF INDIA Short Term Income Fund-Regular Plan- Monthly IDCW	MF:111589
BANK OF INDIA Short Term Income Fund-Regular Plan- Quarterly IDCW	MF:111590
BOI AXA Short Term Income Fund-Institutional Plan-Monthly Dividend	MF:111591
UTI-Short Term FMP Sr-II -III ( 90D ) -  Growth Option	MF:111592
UTI-Short Term FMP Sr-II -III ( 90D )- Income Option	MF:111593
UTI-F T I F Sr.V  Plan IX  (13 Mts)- Instn Growth Option	MF:111594
UTI-F T I F Sr.V  Plan IX  (13 Mts)- Super Instn. Dividend Option	MF:111595
UTI-F T I F Sr.V  Plan IX  (13 Mts)- Super Instn. Growth Option	MF:111596
UTI-F T I F Sr.V  Plan IX  (13 Mts)-Growth Option	MF:111597
UTI-F T I F Sr.V  Plan IX  (13 Mts) - Dividend Option	MF:111598
UTI Multi Asset Allocation Fund - Regular Plan - Growth Option	MF:111599
UTI - Wealth Builder Fund - Instn Growth Option	MF:111600
UTI - Wealth Builder Fund - Instn Dividend Option	MF:111601
UTI Multi Asset Allocation Fund - Regular Plan - IDCW	MF:111602
ICICI Prudential Interval Fund V - Monthly Interval Plan C- Retail Growth	MF:111604
ICICI Prudential Interval Fund V - Monthly Interval Plan C- Retail Dividend	MF:111605
UTI-Short Term FMP Sr-II -IV (90 D)-Growth Option	MF:111607
UTI-Short Term FMP Sr-II -IV (90 D)-Dividend Option	MF:111608
UTI-Short Term FMP Sr-II -IV (90 D)- Instn Dividend  Option	MF:111609
ICICI Prudential Interval Fund IV - Quarterly Interval Plan E - Retail Growth	MF:111610
ICICI Prudential Interval Fund IV - Quarterly Interval Plan E - Retail Dividend	MF:111611
ICICI Prudential S.M.A.R.T.(Structured Methodology Aiming at Returns over Tenure) Fund-Series H - 36 Months - Retail Dividend	MF:111614
ICICI Prudential S.M.A.R.T.(Structured Methodology Aiming at Returns over Tenure) Fund-Series H - 36 Months - Retail Growth	MF:111615
ICICI Prudential S.M.A.R.T.(Structured Methodology Aiming at Returns over Tenure) Fund-Series H - 36 Months - Institutional Growth	MF:111616
ICICI Prudential S.M.A.R.T.(Structured Methodology Aiming at Returns over Tenure) Fund-Series G - 36 Months - Retail Dividend	MF:111619
ICICI Prudential S.M.A.R.T.(Structured Methodology Aiming at Returns over Tenure) Fund-Series G - 36 Months - Retail Growth	MF:111621
Edelweiss ELSS Tax Saver Fund - Regular Plan - Growth Option	MF:111638
Edelweiss ELSS Tax Saver Fund - Regular Plan - IDCW Option	MF:111639
Taurus Flexi Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option	MF:111640
Taurus Mid Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option	MF:111642
Mirae Asset Liquid Fund - Regular Plan - Weekly IDCW	MF:111644
Mirae Asset Liquid Fund - Regular Plan - Monthly IDCW	MF:111645
Mirae Asset Liquid Fund - Regular Plan - Growth	MF:111646
Mirae Asset Liquid Fund - Regular - Daily IDCW	MF:111647
Mirae Asset Cash Management Fund - Bonus	MF:111648
ICICI Prudential S.M.A.R.T.(Structured Methodology Aiming at Returns over Tenure) Fund-Series B- 15 Months-Retail Growth	MF:111665
ICICI Prudential S.M.A.R.T.(Structured Methodology Aiming at Returns over Tenure) Fund-Series B- 15 Months- Retail Dividend	MF:111667
ICICI Prudential S.M.A.R.T.(Structured Methodology Aiming at Returns over Tenure) Fund-Series E- 24 Months-Retail Growth	MF:111671
ICICI Prudential S.M.A.R.T.(Structured Methodology Aiming at Returns over Tenure) Fund-Series E- 24 Months-Retail Dividend	MF:111672
Benchmark S&P CNX 500 Fund - Growth	MF:111673
Benchmark S&P CNX 500 Fund - Dividend	MF:111674
LIC MF Low Duration Fund-Regular Plan-Weekly IDCW	MF:111675
LIC MF Low Duration Fund-Regular Plan-Daily IDCW	MF:111676
JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option	MF:111677
JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option	MF:111678
Morgan Stanley Growth Fund- Regular Dividend Plan	MF:111679
IDFC SSIF - MT (Plan B) Inst - Dividend	MF:111680
IDFC SSIF - MT (Plan B)Inst- Growth Plan	MF:111681
Mirae Asset Gilt Fund Savings Plan - Regular Growth	MF:111682
Mirae Asset Gilt Fund Savings Plan - Regular Dividend	MF:111683
Mirae Asset Gilt Fund Savings Plan - Institutional Growth	MF:111684
Mirae Asset Gilt Fund Savings Plan - Institutional Dividend	MF:111685
Mirae Asset Gilt Fund Savings Plan - Bonus Plan	MF:111687
Mirae Asset Gilt Fund Savings Plan - Provident Fund Automatic Capital Appreciation Quarterly	MF:111688
Mirae Asset Gilt Fund Savings Plan - Provident Fund Automatic Capital Appreciation Half Yearly	MF:111691
Mirae Asset Gilt Fund Investment Plan - Regular Growth	MF:111692
Mirae Asset Gilt Fund Investment Plan - Institutional Dividend	MF:111693
Mirae Asset Gilt Fund Investment Plan - Provident Fund Defined Maturity Date	MF:111694
Mirae Asset Gilt Fund Investment Plan - Provident Fund Automatic Capital Appreciation Monthly	MF:111695
Mirae Asset Gilt Fund Investment Plan - Provident Fund Automatic Annual Reinvestment	MF:111697
Mirae Asset Gilt Fund Investment Plan - Institutional Growth	MF:111698
Mirae Asset Gilt Fund Investment Plan - Provident Fund Automatic Capital Appreciation Quarterly	MF:111699
Mirae Asset Gilt Fund Investment Plan - Regular Dividend	MF:111701
Mirae Asset Gilt Fund Investment Plan - Bonus Plan	MF:111702
Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option	MF:111703
Baroda BNP Paribas LIQUID FUND - Regular Plan - GROWTH OPTION	MF:111704
Baroda BNP Paribas LIQUID FUND - Regular Plan - WEEKLY IDCW OPTION	MF:111705
BARODA PIONEER LIQUID FUND PLAN A - MONTHLY DIVIDEND OPTION	MF:111706
Baroda BNP Paribas LIQUID FUND - Regular Plan - DAILY IDCW OPTION	MF:111707
BANK OF INDIA ELSS Tax Saver -Regular Plan-IDCW	MF:111708
BANK OF INDIA ELSS Tax Saver -ECO Plan-Growth	MF:111709
BANK OF INDIA ELSS Tax Saver -Regular Plan- Growth	MF:111710
BANK OF INDIA ELSS Tax Saver -ECO Plan-IDCW	MF:111711
BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Growth	MF:111712
BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Quarterly IDCW	MF:111713
BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Annual IDCW	MF:111714
BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Growth	MF:111715
BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Monthly IDCW	MF:111716
BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Monthly IDCW	MF:111717
BOI AXA Conservative Hybrid  Fund-ECO Plan-Quarterly Dividend	MF:111718
BOI AXA Conservative Hybrid Fund-ECO Plan-Annual Dividend	MF:111719
JM Nifty Plus Fund - Dividend Option	MF:111720
JM Nifty Plus Fund - Growth Option	MF:111721
CANARA ROBECO ELSS TAX SAVER - REGULAR PLAN - GROWTH OPTION	MF:111722
DWS Premier Bond Fund - Premium Plus Plan - Growth	MF:111723
Fortis Flexi Debt Fund-Regular Plan A - Growth Option	MF:111724
Fortis Flexi Debt Fund-Regular Plan A - Half-Yearly Dividend Option	MF:111725
Fortis Flexi Debt Fund-Regular Plan A - Quarterly Dividend Option	MF:111726
Fortis Flexi Debt Fund-Regular Plan A - Weekly Dividend Option	MF:111727
Fortis Flexi Debt Fund-Regular Plan A - Daily Dividend Option	MF:111728
Fidelity Wealth Builder Fund - Plan B - Dividend Option	MF:111737
Fidelity Wealth Builder Fund - Plan A - Dividend Option	MF:111738
Fidelity Wealth Builder Fund - Plan C - Growth Option	MF:111739
Fidelity Wealth Builder Fund - Plan C - Dividend Option	MF:111740
Fidelity Wealth Builder Fund - Plan A - Growth Option	MF:111741
Fidelity Wealth Builder Fund - Plan B - Growth Option	MF:111742
Nippon India Low Duration Fund - Retail Plan - Growth Plan -Bonus Option	MF:111743
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - DAILY IDCW Option	MF:111744
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - WEEKLY IDCW Option	MF:111745
Nippon India Low Duration Fund -Growth Plan -Bonus Option	MF:111746
NIPPON INDIA LOW DURATION FUND - DAILY IDCW Option	MF:111747
Nippon India Low Duration Fund - Retail Plan - Growth Plan - Growth Option	MF:111748
NIPPON INDIA LOW DURATION FUND - MONTHLY IDCW Option	MF:111749
NIPPON INDIA LOW DURATION FUND - QUARTERLY IDCW Option	MF:111750
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - MONTHLY IDCW Option	MF:111751
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - QUARTERLY IDCW Option	MF:111752
Nippon India Low Duration Fund- Growth Plan - Growth Option	MF:111753
NIPPON INDIA LOW DURATION FUND - WEEKLY IDCW Option	MF:111754
IDFC  India GDP Growth Fund-Regular Plan-Dividend	MF:111757
IDFC  India GDP Growth Fund-Regular Plan-Growth	MF:111758
HSBC Floating Rate Fund - Long Term - Regular - Dividend - weekly	MF:111759
Taurus Liquid Fund Insti Growth	MF:111760
IDFC-SSIF-Investment Plan C- DIVIDEND	MF:111761
IDFC-SSIF-Investment Plan C- GROWTH	MF:111762
HDFC FMP 14M February 2009 (1) - RETAIL PLAN GROWTH OPTION	MF:111763
HDFC FMP 14M February 2009 (1) - RETAIL PLAN DIVIDEND OPTION	MF:111764
HDFC FMP 14M February 2009 (1) - RETAIL PLAN - QUARTERLY DIVIDEND OPTION	MF:111765
HDFC FMP 14M February 2009 (1) - WHOLESALE PLAN GROWTH OPTION	MF:111766
HDFC FMP 14M February 2009 (1) - WHOLESALE PLAN DIVIDEND OPTION	MF:111767
HDFC FMP 13M March 2009 (1) - RETAIL PLAN GROWTH OPTION	MF:111769
HDFC FMP 13M March 2009 (1) - WHOLESALE PLAN GROWTH OPTION	MF:111770
HDFC FMP 13M March 2009 (1) - RETAIL PLAN DIVIDEND OPTION	MF:111772
HDFC FMP 13M March 2009 (1) - RETAIL PLAN - QUARTERLY DIVIDEND OPTION	MF:111774
UTI-Fixed Term Income Fund Sr.V  Plan X  (12 Mts) - Dividend Option	MF:111775
UTI-Fixed Term Income Fund Sr.V  Plan X  (12 Mts)- Growth Option	MF:111776
Aditya Birla Sun Life Income Fund (Discipline Advantage Plan)	MF:111777
Tata Infrastructure Tax Saving Fund - Growth	MF:111778
Tata Infrastructure Tax Saving Fund - Dividend	MF:111779
Aditya Birla Sun Life Corporate Bond Fund - Discipline Advantage Plan	MF:111780
SAHARA SHORT TERM BOND FUND- DIVIDEND REINVESTMENT	MF:111781
SAHARA SHORT TERM BOND FUND-GROWTH	MF:111782
Kotak FMP 18M Series 1 - Growth	MF:111783
DSP BlackRock Strategic Bond Fund - Regular Plan - Daily Dividend	MF:111785
DSP Strategic Bond Fund - Regular Plan - IDCW - Daily	MF:111786
Taurus Ethical Fund - Regular Plan - Growth	MF:111787
Taurus Ethical Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option	MF:111788
Taurus  FMP 370 Days Sr 2 Retail Growth Plan	MF:111789
Taurus FMP 370 Days Sr 2 Retail Dividend Plan	MF:111790
Taurus FMP 370 Days Inst Grwoth Plan	MF:111791
Taurus FMP 370 Days Sr 2 Insti Dividend Plan	MF:111792
ICICI Prudential Savings Fund Retail Weekly Dividend	MF:111793
ICICI Prudential Savings Fund Retail Growth	MF:111794
ICICI Prudential Savings Fund Retail Daily Dividend	MF:111795
ICICI Prudential Savings Fund Institutional Option - I	MF:111796
IDFC Fixed Maturity Plan-Thirteen Months Series 1-Plan A Dividend	MF:111797
IDFC Fixed Maturity Plan-Thirteen Months Series 1-Plan A Growth	MF:111798
IDFC Fixed Maturity Plan-Thirteen Months Series 1-Plan B Growth	MF:111799
IDFC Fixed Maturity Plan-Thirteen Months Series 1-Plan B Dividend	MF:111800
Birla Sun Life Fixed Term Plan - Series BK - Institutional - Growth Plan	MF:111801
Birla Sun Life Fixed Term Plan - Series BK - Retail - Growth Plan	MF:111802
Aditya Birla Sun Life Medium Term Plan - Growth - Regular Plan	MF:111803
Aditya Birla Sun Life Medium Term Plan - Institutional - Growth Plan	MF:111804
Aditya Birla Sun Life Medium Term Plan - Institutional - Daily Dividend Plan	MF:111805
Aditya Birla Sun Life Medium Term Plan - Retail - Daily Dividend Plan	MF:111806
Birla Sun Life Floating Rate - Long Term - Weekly Dividend	MF:111807
Birla Sun Life Floating Rate - Long Term - Growth	MF:111808
Aditya Birla Sun Life Medium Term Plan - REGULAR - Quarterly IDCW	MF:111809
Aditya Birla Sun Life Medium Term Plan - Institutional - Quarterly Dividend Plan	MF:111810
Aditya Birla Sun Life Medium Term Plan - REGULAR - HALFYEARLY IDCW	MF:111811
Aditya Birla Sun Life Medium Term Plan - Regular - IDCW	MF:111812
Aditya Birla Sun Life Medium Term Plan - Institutional - Dividend Plan	MF:111813
